DateTime,ID,Device_ID,Device_type,Device,Site,Ambient,DevicexAmbient,Checkin,Checkout,Duration,Pre-classification,Class,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,AIRTEMP,WINDSPEED,PRECIPITATION,RAD,GROUNDTEMP,RH,AIRP,Day,Week
2023-08-23 09:30:00,1617.0,ID2_0020,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:30:29.560000,2023-08-23 09:30:41.162000,00:00:11.602000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,747.0,FAIRD4_0813,FAIRD,FAIRD4,Site4,Meadow,FAIRDxMeadow,2023-08-23 09:43:07,2023-08-23 09:47:37,00:04:30,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Eupeodes,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,746.0,FAIRD4_0812,FAIRD,FAIRD4,Site4,Meadow,FAIRDxMeadow,2023-08-23 09:36:33,2023-08-23 09:36:41,00:00:08,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,0,Fannia,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,473.0,FAIRD3_0538,FAIRD,FAIRD3,Site3,Meadow,FAIRDxMeadow,2023-08-23 09:43:08,2023-08-23 09:43:27,00:00:19,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,0,Fannia,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,472.0,FAIRD3_0537,FAIRD,FAIRD3,Site3,Meadow,FAIRDxMeadow,2023-08-23 09:42:16,2023-08-23 09:43:12,00:00:56,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:30:00,1618.0,ID2_0021,ID,ID2,Site2,Maize,IDxMaize,2023-08-23 09:30:42.586000,2023-08-23 09:30:48.376000,00:00:05.790000,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.49,0.0,508.6,20.7,61.05,978.22,1,1
2023-08-23 09:45:00,269.0,FAIRD2_0305,FAIRD,FAIRD2,Site2,Maize,FAIRDxMaize,2023-08-23 09:47:55,2023-08-23 09:48:26,00:00:31,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,#N/C,#N/C,#N/C,#N/C,27.2,0.45,0.0,540.6,20.7,59.525,976.93,1,1
2023-08-23 09:45:00,748.0,FAIRD4_0814,FAIRD,FAIRD4,Site4,Meadow,FAIRDxMeadow,2023-08-23 09:53:15,2023-08-23 09:53:25,00:00:10,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,0,Fannia,#N/C,27.2,0.45,0.0,540.6,20.7,59.525,976.93,1,1
2023-08-23 10:00:00,749.0,FAIRD4_0815,FAIRD,FAIRD4,Site4,Meadow,FAIRDxMeadow,2023-08-23 10:10:30,2023-08-23 10:10:42,00:00:12,fly,Insecta,Diptera,Brachycera,#N/C,#N/C,#N/C,#N/C,#N/C,#N/C,27.2,0.45,0.0,572.6,20.7,58.0,976.93,1,1
2023-08-23 10:15:00,270.0,FAIRD2_0306,FAIRD,FAIRD2,Site2,Maize,FAIRDxMaize,2023-08-23 10:27:05,2023-08-23 10:27:13,00:00:08,fly,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,0,Fannia,#N/C,26.3,1.08,0.0,600.55,20.75,56.9,973.32,1,1
2023-08-23 10:15:00,750.0,FAIRD4_0816,FAIRD,FAIRD4,Site4,Meadow,FAIRDxMeadow,2023-08-23 10:15:51,2023-08-23 10:15:56,00:00:05,hoverfly,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Sphaerophoria,#N/C,26.3,1.08,0.0,600.55,20.75,56.9,973.32,1,1
2023-08-23 10:30:00,753.0,FAIRD4_0819,FAIRD,FAIRD4,Site4,Meadow,FAIRDxMeadow,2023-08-23 10:33:43,2023-08-23 11:35:29,01:01:46,green_lacewing,Insecta,Neuroptera,Hemerobiiformia,0,Hemerobioidea,Chrysopidae,Chrysopinae,Chrysoperla,#N/C,26.3,1.08,0.0,628.5,20.8,55.8,973.32,1,1
